magnitude,date_time,alert,tsunami,depth,latitude,longitude
6.8,11,4,0,53.0,-5.757,147.098
6.8,11,4,0,122.9,-2.312,-77.838
6.8,11,4,0,26.0,-22.925,-70.237
7.7,11,4,0,40.0,-22.247,-69.89
6.8,10,4,0,21.0,-3.899,101.02
6.8,10,4,0,18.0,-44.796,167.553
6.8,9,4,0,40.0,-4.99,153.5
6.7,9,4,0,30.0,-1.999,100.141
7.0,9,4,0,22.0,-2.13,99.627
6.5,9,4,0,28.9,-1.689,99.668
7.9,9,4,0,35.0,-2.625,100.841
7.8,9,4,0,40.5,-2.52,100.139
8.4,9,4,0,34.0,-4.438,101.367
6.8,9,4,0,15.0,2.966,-77.963
7.2,9,4,0,35.0,-11.61,165.762
6.5,8,4,0,15.0,-9.834,159.465
8.0,8,4,0,39.0,-13.386,-76.603
7.5,8,4,0,280.0,-5.859,107.419
7.2,8,4,0,120.0,-15.595,167.68
6.9,7,4,0,25.0,2.872,127.464
6.8,7,4,0,350.4,36.808,134.85
6.6,7,4,0,12.0,37.535,138.446
6.7,6,4,0,23.0,13.554,-90.618
6.9,4,4,0,10.0,-7.306,155.741
6.6,4,4,0,10.0,-7.169,155.777
8.1,4,4,0,24.0,-8.466,157.043
6.7,3,4,0,8.0,37.336,136.588
7.1,3,4,0,34.0,-20.617,169.357
6.7,2,4,0,12.0,-1.034,126.976
7.5,1,4,0,22.0,1.065,126.282
8.1,1,4,0,10.0,46.243,154.524
6.9,12,4,0,10.0,21.974,120.493
7.1,12,4,0,10.0,21.799,120.547
8.3,11,4,0,10.0,46.592,153.266
6.6,11,4,0,11.0,-6.482,151.195
6.7,10,4,0,23.0,-13.457,-76.677
6.7,10,4,0,32.0,-5.881,150.982
6.7,10,4,0,38.182,19.877,-155.935
6.9,9,4,0,28.0,-16.592,-172.033
6.8,9,4,0,38.0,-6.759,155.512
6.5,8,4,0,43.0,51.148,157.522
6.8,8,4,0,150.0,-15.798,167.789
7.7,7,4,0,20.0,-9.284,107.419
6.5,5,4,0,34.0,-5.724,151.133
6.6,5,4,0,19.0,60.772,165.743
6.8,5,4,0,12.0,0.093,97.05
8.0,5,4,0,55.0,-20.187,-174.123
8.0,5,4,0,60.5,-19.99,-173.907
6.5,4,4,0,12.0,-27.211,-71.056
6.7,4,4,0,12.0,-27.017,-71.022
6.6,4,4,0,11.0,60.491,167.516
7.6,4,4,0,22.0,60.949,167.089
6.5,4,4,0,14.0,-16.527,176.989
6.7,3,4,0,30.1,-3.595,127.214
7.0,2,4,0,11.0,-21.324,33.583
6.7,1,4,0,66.0,36.311,23.212
6.6,1,4,0,14.0,28.164,-112.117
6.5,12,4,0,224.6,36.357,71.093
6.8,12,4,0,22.0,-6.224,29.83
6.5,12,4,0,29.0,38.089,142.122
6.5,11,4,0,21.0,2.164,96.786
6.8,11,4,0,147.0,-22.361,-67.895
7.6,10,4,0,26.0,34.539,73.588
6.6,9,4,0,25.0,-5.437,151.84
7.5,9,4,0,115.0,-5.678,-76.398
7.6,9,4,0,90.0,-4.539,153.474
7.2,8,4,0,36.0,38.276,142.039
7.2,7,4,0,16.0,7.92,92.19
6.7,7,4,0,21.0,1.819,97.082
6.6,7,4,0,27.0,11.245,-86.172
7.2,6,4,0,16.0,41.292,-125.953
7.8,6,4,0,115.6,-19.987,-69.197
6.9,5,4,0,30.0,1.989,97.041
6.7,5,4,0,34.0,0.587,98.459
6.5,4,4,0,30.0,-1.714,99.779
6.7,4,4,0,19.0,-1.644,99.607
8.6,3,4,0,30.0,2.085,97.108
6.6,3,4,0,10.0,33.807,130.131
7.1,3,4,0,201.7,-6.527,129.933
6.8,2,4,0,36.0,2.908,95.592
6.5,2,4,0,10.0,-5.562,122.129
6.5,2,4,0,39.7,4.756,126.421
6.7,2,4,0,206.3,-14.252,167.259
7.1,2,4,0,525.0,5.293,123.337
6.6,1,4,0,27.8,34.064,141.491
6.6,12,4,0,16.1,8.879,92.375
7.2,12,4,0,39.2,6.91,92.958
9.1,12,4,0,30.0,3.295,95.982
8.1,12,4,0,10.0,-49.312,161.345
6.8,12,4,0,10.0,18.958,-81.409
6.8,12,4,0,35.0,42.9,145.228
7.0,11,4,0,39.0,43.006,145.119
7.1,11,4,0,10.0,-3.609,135.404
7.1,11,4,0,10.0,-46.676,164.721
7.2,11,4,0,15.0,4.695,-77.508
7.5,11,4,0,10.0,-8.152,124.868
6.7,11,4,0,10.0,-11.128,162.208
6.7,11,4,0,10.0,49.277,-128.772
6.6,10,4,0,16.0,37.226,138.779
6.7,10,4,0,94.0,24.53,122.694
7.0,10,4,0,35.0,11.422,-86.665
6.5,10,4,0,105.0,13.925,120.534
6.8,10,4,0,36.0,-10.951,162.161
6.6,9,4,0,10.0,33.205,137.227
7.4,9,4,0,10.0,33.184,137.071
7.2,9,4,0,14.0,33.07,136.618
6.5,8,4,0,5.0,-35.173,-70.525
6.5,7,4,0,13.4,-0.443,133.091
6.9,6,4,0,188.6,55.682,160.003
6.6,5,4,0,21.0,-37.695,-73.406
6.7,4,4,0,65.8,-9.362,122.839
6.5,4,4,0,228.4,-13.174,167.198
6.6,4,4,0,187.1,36.512,71.029
6.7,2,4,0,25.7,-3.665,135.339
7.3,2,4,0,10.0,-4.003,135.023
7.0,2,4,0,16.6,-3.615,135.538
6.7,1,4,0,17.4,-3.12,127.4
7.3,12,4,0,10.0,-22.015,169.766
6.6,12,4,0,10.0,28.995,58.311
6.5,12,4,0,33.0,8.416,-82.824
6.5,12,4,0,8.382,35.7005,-121.101
6.8,12,4,0,10.0,23.039,121.362
6.6,11,4,0,35.0,-5.581,150.88
6.5,11,4,0,35.0,12.025,125.416
6.6,11,4,0,113.7,-19.262,168.892
7.0,10,4,0,10.0,37.812,142.619
6.7,10,4,0,32.0,42.648,144.57
6.7,10,4,0,10.0,50.211,87.721
6.5,9,4,0,25.0,42.45,144.38
7.3,9,4,0,16.0,50.038,87.813
7.4,9,4,0,33.0,41.774,143.593
8.16,9,4,0,27.0,41.815,143.91
6.6,9,4,0,10.0,19.917,95.672
7.2,8,4,0,28.0,-45.104,167.144
7.6,8,4,0,10.0,-60.532,-43.411
6.5,7,4,0,33.0,-3.828,152.174
6.8,6,4,0,33.0,-30.608,-71.637
6.9,6,4,0,174.8,55.492,159.999
6.6,6,4,0,33.0,-5.095,152.502
7.0,5,4,0,31.0,2.354,128.855
7.0,5,4,0,68.0,38.849,141.568
6.8,5,4,0,12.0,36.964,3.634
6.5,3,4,0,33.0,-8.294,120.743
6.8,3,4,0,40.2,-4.694,153.238
7.6,1,4,0,24.0,18.77,-104.104
6.5,1,4,0,24.0,13.626,-90.774
7.3,1,4,0,33.0,-10.491,160.77
6.7,1,4,0,71.9,-5.311,153.701
6.7,12,4,0,34.0,-4.786,153.275
7.9,11,4,0,4.2,63.5141,-147.453
7.4,11,4,0,30.0,2.824,96.085
6.6,10,4,0,4.2,63.5144,-147.912
6.7,10,4,0,10.0,-1.511,133.973
7.6,10,4,0,10.0,-1.757,134.297
6.5,9,4,0,21.0,13.036,93.068
7.6,9,4,0,13.0,-3.302,142.945
6.5,8,4,0,30.0,14.101,146.199
6.5,7,4,0,10.0,7.929,-82.793
6.5,6,4,0,10.0,35.626,49.047
6.6,6,4,0,54.0,-30.805,-71.124
6.7,6,4,0,33.0,-12.592,166.383
7.1,4,4,0,85.7,13.088,144.619
6.7,4,4,0,62.0,-27.535,-70.586
6.8,4,4,0,24.9,16.985,-100.865
7.1,3,4,0,32.8,24.279,122.179
6.5,3,4,0,125.1,-21.663,-68.329
7.5,3,4,0,31.0,6.033,124.249
7.4,3,4,0,225.6,36.502,70.482
6.6,2,4,0,39.0,-5.345,151.248
6.5,2,4,0,5.0,38.573,31.271
6.7,1,4,0,11.0,-3.212,142.427
6.6,1,4,0,10.0,-17.664,168.004
7.2,1,4,0,21.0,-17.6,167.856
6.8,12,4,0,16.0,-9.613,159.53
6.8,12,4,0,14.0,23.954,122.734
6.5,12,4,0,123.8,39.402,141.089
7.8,11,4,0,10.0,35.946,90.541
7.0,10,4,0,33.0,-5.912,150.196
7.5,10,4,0,33.0,-4.102,123.907
7.0,10,4,0,37.0,12.686,144.98
6.5,9,4,0,33.0,-0.578,133.13
6.6,7,4,0,131.8,58.775,-154.701
6.5,7,4,0,10.0,39.059,24.244
7.6,7,4,0,33.0,-17.543,-72.077
6.6,7,4,0,62.0,-16.086,-73.987
6.7,6,4,0,24.0,-17.745,-71.649
8.4,6,4,0,33.0,-16.265,-73.641
6.7,4,4,0,17.0,-7.41,155.865
6.8,3,4,0,50.0,34.083,132.526
6.5,3,4,0,33.0,-4.029,128.02
6.8,2,4,0,51.798,47.149,-122.727
7.1,2,4,0,35.0,1.271,126.249
7.4,2,4,0,36.0,-4.68,102.562
6.6,2,4,0,10.0,13.671,-88.938
7.7,1,4,0,16.0,23.419,70.232
6.9,1,4,0,28.0,-4.022,101.776
7.7,1,4,0,60.0,13.049,-88.66
6.9,1,4,0,36.4,56.7744,-153.281
7.1,1,4,0,103.0,-14.928,167.17
6.8,1,4,0,33.0,6.631,126.899
7.5,1,4,0,33.0,6.898,126.579
